377	Speed	1994	51008	6.6
379	Timecop	1994	6534	5.2
380	True Lies	1994	27905	6.4
381	When a Man Loves a Woman	1994	6791	6.6
382	Wolf	1994	6634	5.6
383	Wyatt Earp	1994	8070	6.4
384	Bad Company	2002	6415	5.6
388	This Boy's Life	1993	5072	7.0
393	Street Fighter	1994	10305	4.4
397	Cape Fear	1991	13943	6.8
402	Open Season	2006	91895	6.8
407	In the Mouth of Madness	1995	5731	7.0
408	8 Seconds	1994	7861	7.2
410	Addams Family Values	1993	21548	6.2
413	Airheads	1994	13551	5.8
416	Bad Girls	1994	5946	5.6
417	Vicky Cristina Barcelona	2008	45494	7.2
420	Beverly Hills Cop III	1994	12777	5.8
428	A Bronx Tale	1993	17840	7.8
430	Calendar Girls	2003	8453	6.2
431	Carlito's Way	1993	32475	7.6
432	City Slickers II: The Legend of Curly's Gold	1994	5885	5.4
434	Cliffhanger	1993	9768	5.6
435	Coneheads	1993	9202	5.2
441	Dazed and Confused	1993	45956	7.6
442	Demolition Man	1993	16135	6.0
454	The Firm	1993	11507	6.4
455	Free Willy	1993	19451	5.8
457	The Fugitive	1993	28862	7.2
459	A Perfect Getaway	2009	102622	6.4
466	Hot Shots! Part Deux	1993	9890	6.0
471	The Hudsucker Proxy	1994	10291	7.2
474	In the Line of Fire	1993	7831	6.8
475	In the Name of the Father	1993	10715	8.0
477	What's Love Got to Do with It	1993	9612	7.2
480	Jurassic Park	1993	91260	7.2
481	Kalifornia	1993	9852	6.4
485	Last Action Hero	1993	11445	5.2
491	The Man Without a Face	1993	5277	6.2
493	Menace II Society	1993	14420	7.6
494	Executive Decision	1996	5176	5.8
497	Much Ado About Nothing	1993	9764	7.2
500	Mrs. Doubtfire	1993	61130	6.8
507	A Perfect World	1993	7814	7.0
508	Philadelphia	1993	20896	7.4
509	The Piano	1993	12303	7.4
510	Poetic Justice	1993	5709	6.8
515	The Remains of the Day	1993	6319	7.6
519	RoboCop 3	1993	6600	4.6
520	Robin Hood: Men in Tights	1993	45946	7.0
522	Romper Stomper	1992	11581	7.0
524	Rudy	1993	21916	7.4
527	Schindler's List	1993	83125	8.6
528	The Last Boy Scout	1991	11177	6.6
531	The Secret Garden	1993	14794	6.6
532	Serial Mom	1994	6394	6.0
535	Short Cuts	1993	5867	7.8
539	Sleepless in Seattle	1993	36965	6.6
542	Son in Law	1993	5679	5.8
543	So I Married an Axe Murderer	1993	11154	6.0
551	The Nightmare Before Christmas	1993	124838	7.6
552	The Three Musketeers	1993	13783	6.4
553	Tombstone	1993	31660	7.6
555	True Romance	1993	43205	7.8
556	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb	1964	33662	8.4
558	The Pagemaster	1994	7531	5.6
559	2 Days in Paris	2007	27100	7.2
562	Welcome to the Dollhouse	1995	6911	7.4
586	Home Alone	1990	66201	6.6
587	Ghost	1990	62365	7.0
589	Terminator 2: Judgment Day	1991	77100	7.4
590	Dances with Wolves	1990	28000	7.2
592	Batman	1966	13951	6.0
593	The Silence of the Lambs	1991	98921	8.0
595	Beauty and the Beast	1991	81050	7.4
596	Pinocchio	1940	19102	6.6
597	Pretty Woman	1990	200724	7.0
599	The Wild Bunch	1969	8004	8.0
605	One Fine Day	1996	7990	6.2
608	Fargo	1996	48610	7.8
609	Homeward Bound II: Lost in San Francisco	1996	5368	5.8
610	Heavy Metal	1981	6386	6.6
616	The AristoCats	1970	23247	6.6
628	Primal Fear	1996	15640	7.4
647	Courage Under Fire	1996	6918	6.4
648	Mission: Impossible III	2006	86328	6.6
653	DragonHeart	1996	19438	6.4
656	48 Hrs.	1982	10471	6.4
660	August Rush	2007	105941	8.0
661	James and the Giant Peach	1996	18876	6.0
662	Fear	1996	11285	6.4
665	Underground	1995	6157	8.8
673	Space Jam	1996	27911	5.8
674	Barbarella	1968	5461	6.0
700	Angus, Thongs and Perfect Snogging	2008	6295	7.8
702	Face/Off	1997	62348	7.0
703	Boy A	2007	5895	7.0
704	Galaxy Quest	1999	19804	6.0
708	The Truth About Cats & Dogs	1996	6120	5.8
709	Oliver & Company	1988	9618	6.6
711	Flipper	1996	6086	5.2
714	Dead Man	1995	16798	8.0
724	The Craft	1996	23740	6.2
733	The Rock	1996	45013	7.2
736	Twister	1996	45771	6.4
762	Striptease	1996	5832	4.8
764	This Is Spinal Tap	1984	23608	7.8
765	Jack	1996	11920	6.0
778	Trainspotting	1996	88351	8.0
780	Independence Day	1996	94416	7.0
781	Stealing Beauty	1996	5036	7.0
782	The Fan	1996	5593	5.6
784	The Cable Guy	1996	27061	5.6
785	Kingpin	1996	13950	6.2
786	Eraser	1996	10891	5.6
788	The Nutty Professor	1996	25286	5.8
798	Daylight	1996	7912	5.6
799	The Frighteners	1996	9928	6.6
802	Phenomenon	1996	9166	6.0
805	A Time to Kill	1996	17074	7.2
830	The First Wives Club	1996	9522	6.4
832	Ransom	1996	10364	6.2
833	High School Musical 3: Senior Year	2008	80210	7.2
836	Chain Reaction	1996	6845	5.4
837	Matilda	1996	24214	6.2
839	The Crow: City of Angels	1996	12460	6.0
849	Escape from L.A.	1996	10054	5.6
852	Tin Cup	1996	6148	5.8
858	The Godfather	1972	172072	8.8
864	The Time Traveler's Wife	2009	189828	5.8
866	Bound	1996	5521	7.0
875	Nothing to Lose	1997	5245	6.2
880	The Island of Dr. Moreau	1996	5032	4.8
885	Bill & Ted's Bogus Journey	1991	17201	6.0
886	Bulletproof Monk	2003	13789	5.8
889	Miami Vice	2006	55637	5.6
891	Halloween: The Curse of Michael Myers	1995	12571	6.2
898	The Philadelphia Story	1940	11465	8.2
899	Singin' in the Rain	1952	28033	7.8
900	An American in Paris	1951	6926	7.4
901	Funny Face	1957	8892	7.4
902	Breakfast at Tiffany's	1961	56438	7.8
903	Vertigo	1958	28291	8.2
904	Rear Window	1954	33508	8.4
905	It Happened One Night	1934	7375	8.2
908	North by Northwest	1959	23243	8.4
909	The Apartment	1960	9116	8.2
910	Some Like It Hot	1959	23119	8.2
911	Charade	1963	9173	8.2
912	Casablanca	1942	66776	8.0
913	The Maltese Falcon	1941	14452	8.0
914	My Fair Lady	1964	27491	7.4
916	Roman Holiday	1953	17541	8.2
918	Meet Me in St. Louis	1944	7067	7.6
919	The Wizard of Oz	1939	69148	7.2
920	Gone with the Wind	1939	62786	7.8
922	Sunset Blvd.	1950	12588	8.6
923	Citizen Kane	1941	33926	8.2
924	2001: A Space Odyssey	1968	46687	7.4
926	All About Eve	1950	10267	8.4
927	The Women	2008	20081	6.0
930	Notorious	2009	66668	7.2
932	An Affair to Remember	1957	7962	8.0
934	Father of the Bride	1991	22336	6.4
938	Gigi	1958	5450	7.4
940	The Adventures of Robin Hood	1938	6404	7.4
941	The Mask of Zorro	1998	31107	6.6
948	Giant	1956	5890	7.8
949	East of Eden	1955	5957	8.0
952	Around the World in 80 Days	2004	14038	5.4
953	It's a Wonderful Life	1946	35280	8.0
955	Bringing Up Baby	1938	8722	8.0
965	The 39 Steps	1935	5603	7.6
968	Night of the Living Dead	1968	26113	7.4
969	The African Queen	1951	6609	7.6
971	Cat on a Hot Tin Roof	1958	6600	7.8
986	Fly Away Home	1996	5636	6.0
996	Last Man Standing	1996	8711	6.2
998	Set It Off	1996	10301	7.2
1005	D3: The Mighty Ducks	1996	9838	5.6
1012	Old Yeller	1957	6399	6.6
1013	The Parent Trap	1998	41455	6.2
1015	Homeward Bound: The Incredible Journey	1993	15019	6.4
1016	The Shaggy Dog	2006	41890	5.8
1019	20000 Leagues Under the Sea	1954	7628	6.4
1020	Cool Runnings	1993	35317	6.8
1022	Cinderella	1950	63946	7.0
1025	The Sword in the Stone	1963	11900	6.6
1027	Robin Hood: Prince of Thieves	1991	30722	6.8
1028	Mary Poppins	1964	44140	7.0
1029	Dumbo	1941	32327	6.6
1030	Pete's Dragon	1977	7622	6.2
1031	Bedknobs and Broomsticks	1971	15857	6.6
1032	Alice in Wonderland	1951	37778	6.6
1033	The Fox and the Hound	1981	24666	6.8
1035	The Sound of Music	1965	72590	7.2
1036	Die Hard	1988	99625	7.8
1042	That Thing You Do!	1996	14364	6.4
1047	The Long Kiss Goodnight	1996	10833	6.6
1049	The Ghost and the Darkness	1996	7987	6.6
1057	Everyone Says I Love You	1996	6964	6.8
1060	Swingers	1996	14060	7.6
1061	Sleepers	1996	20694	7.2
1063	Indiana Jones and the Last Crusade	1989	103952	7.8
1066	Shall We Dance	2004	26935	6.0
1077	Sleeper	1973	6718	7.4
1079	A Fish Called Wanda	1988	15157	6.8
1080	Life of Brian	1979	40453	7.8
1082	The Manchurian Candidate	1962	6006	7.8
1084	Bonnie and Clyde	1967	12684	7.4
1086	Dial M for Murder	1954	9307	7.8
1088	Dirty Dancing	1987	185439	7.4
1089	Reservoir Dogs	1992	125757	8.2
1090	Platoon	1986	49655	7.8
1091	Weekend at Bernie's	1989	6596	6.0
1092	Basic Instinct	1992	14326	6.2
1093	The Doors	1991	14440	7.2
1094	The Crying Game	1992	5761	7.0
1095	Glengarry Glen Ross	1992	9083	7.8
1096	Sophie's Choice	1982	5468	7.8
1097	E.T.: The Extra-Terrestrial	1982	154405	7.0
1100	Days of Thunder	1990	14585	6.0
1103	Rebel Without a Cause	1955	14558	7.8
1104	A Streetcar Named Desire	1951	13151	7.8
1107	Loser	2000	5745	5.2
1115	Sleepover	2004	29842	6.6
1119	Punch-Drunk Love	2002	24379	6.4
1120	The People vs. Larry Flynt	1996	7206	6.6
1126	Drop Dead Fred	1991	20039	6.2
1127	The Abyss	1989	17381	7.0
1128	The Fog	2005	14642	5.0
1129	Escape from New York	1981	15629	6.8
1133	Kinsey	2004	6162	6.8
1136	Monty Python and the Holy Grail	1975	94032	8.2
1142	Get Over It	2001	9761	5.8
1172	Nuovo Cinema Paradiso	1988	21396	8.8
1173	The Cook the Thief His Wife & Her Lover	1989	5208	7.8
1175	Delicatessen	1991	14805	8.2
1183	The English Patient	1996	22977	7.2
1185	My Left Foot: The Story of Christy Brown	1989	5875	7.8
1186	Sex, Lies, and Videotape	1989	5946	6.6
1193	One Flew Over the Cuckoo's Nest	1975	61369	8.4
1194	Up in Smoke	1978	11888	7.2
1196	Star Wars: Episode V - The Empire Strikes Back	1980	146071	8.2
1197	The Princess Bride	1987	116640	8.0
1199	Brazil	1985	35162	8.2
1200	Aliens	1986	72406	7.6
1201	Il buono, il brutto, il cattivo.	1966	40790	8.0
1202	Withnail & I	1987	11574	8.8
1203	12 Angry Men	1957	22784	8.2
1204	Lawrence of Arabia	1962	22451	8.2
1207	To Kill a Mockingbird	1962	19861	7.6
1208	Apocalypse Now	1979	67647	8.2
1209	C'era una volta il West	1968	18310	8.6
1210	Star Wars: Episode VI - Return of the Jedi	1983	137818	8.0
1212	The Third Man	1949	13251	8.6
1213	Goodfellas	1990	124589	8.6
1215	Army of Darkness	1992	33240	7.6
1216	Le grand bleu	1988	10653	8.2
1217	Ran	1985	9990	8.6
1218	Dip huet seung hung	1989	6079	8.0
1219	Psycho	1960	32475	7.8
1220	The Blues Brothers	1980	29786	7.4
1221	The Godfather: Part II	1974	106035	8.6
1222	Full Metal Jacket	1987	77926	8.0
1225	Amadeus	1984	24420	7.8
1226	The Quiet Man	1952	6203	8.2
1227	Once Upon a Time in America	1984	25390	8.4
1228	Raging Bull	1980	33528	8.2
1230	Annie Hall	1977	27350	7.8
1231	The Right Stuff	1983	5615	7.8
1232	Stalker	1979	6877	9.0
1233	Das Boot	1981	11718	8.2
1234	The Sting	1973	16187	8.2
1235	Harold and Maude	1971	15115	8.4
1236	Trust the Man	2005	11451	5.8
1237	Det sjunde inseglet	1957	12987	8.6
1240	Terminator Salvation	2009	267474	6.8
1241	Braindead	1992	16839	7.6
1242	Glory	1989	13978	8.0
1244	Manhattan	1979	14496	8.2
1245	Miller's Crossing	1990	14665	8.0
1246	Dead Poets Society	1989	56733	7.6
1247	The Graduate	1967	22493	7.4
1250	The Bridge on the River Kwai	1957	10774	7.8
1252	Chinatown	1974	22995	8.4
1253	The Day the Earth Stood Still	1951	8999	7.6
1254	The Treasure of the Sierra Madre	1948	6732	8.2
1256	Duck Soup	1933	7416	8.2
1257	Better Off Dead...	1985	11561	7.4
1258	The Shining	1980	91362	8.0
1260	M	1931	9191	8.6
1261	Evil Dead II	1987	30657	7.6
1263	The Deer Hunter	1978	27513	8.2
1265	Groundhog Day	1993	34921	6.6
1266	Unforgiven	1992	27203	8.0
1268	Pump Up the Volume	1990	5356	6.8
1269	Arsenic and Old Lace	1944	9161	8.0
1270	Back to the Future	1985	126816	7.6
1271	Fried Green Tomatoes	1991	24457	7.4
1272	Patton	1970	8522	8.0
1273	Down by Law	1986	6805	8.6
1274	Akira	1988	33398	8.0
1275	Highlander	1986	18748	7.0
1276	Cool Hand Luke	1967	17521	8.2
1278	Young Frankenstein	1974	37773	7.6
1279	Night on Earth	1991	5592	8.0
1280	Da hong deng long gao gao gua	1991	5193	8.2
1281	The Great Dictator	1940	16082	8.4
1282	Fantasia	1940	12184	7.0
1283	High Noon	1952	6074	7.8
1284	The Big Sleep	1946	7772	8.2
1285	Heathers	1989	17025	7.4
1286	Somewhere in Time	1980	7602	7.8
1287	Ben-Hur	1959	25817	7.4
1290	Some Kind of Wonderful	1987	7505	7.0
1292	Being There	1979	6371	8.2
1293	Gandhi	1982	10562	7.8
1295	The Unbearable Lightness of Being	1988	5178	7.8
1296	A Room with a View	1985	6394	7.8
1297	Real Genius	1985	6720	7.0
1299	The Killing Fields	1984	6389	8.0
1302	Field of Dreams	1989	16498	6.8
1304	Butch Cassidy and the Sundance Kid	1969	17396	7.8
1305	Paris, Texas	1984	6389	8.4
1307	When Harry Met Sally...	1989	47834	7.0
1321	An American Werewolf in London	1981	18421	6.8
1327	The Amityville Horror	2005	31070	6.4
1333	The Birds	1963	17449	7.0
1339	Dracula	1931	8598	7.2
1342	Candyman	1992	12889	6.0
1345	Carrie	1976	23161	6.6
1347	A Nightmare on Elm Street	1984	57452	7.0
1348	Nosferatu, eine Symphonie des Grauens	1922	11264	7.8
1350	The Omen	1976	17016	7.0
1354	Breaking the Waves	1996	7949	8.2
1355	Nochnoy dozor	2004	19774	6.6
1356	Star Trek: First Contact	1996	20013	7.0
1357	Shine	1996	6087	7.6
1358	Sling Blade	1996	10557	7.8
1359	Jingle All the Way	1996	10937	5.2
1367	One Hundred and One Dalmatians	1961	29711	6.6
1371	Star Trek: The Motion Picture	1979	14598	6.2
1372	Star Trek VI: The Undiscovered Country	1991	13463	7.0
1373	Star Trek V: The Final Frontier	1989	11133	5.6
1374	Star Trek: The Wrath of Khan	1982	18490	7.4
1375	Star Trek III: The Search for Spock	1984	13649	6.6
1376	Star Trek IV: The Voyage Home	1986	14361	7.0
1377	Batman Returns	1992	65412	6.6
1378	Young Guns	1988	11858	7.0
1379	Young Guns II	1990	7476	6.4
1380	Grease	1978	176349	7.4
1385	Under Siege	1992	9661	6.0
1387	Jaws	1975	63534	7.0
1389	Jaws 3-D	1983	15576	5.0
1391	Mars Attacks!	1996	24991	5.6
1393	Jerry Maguire	1996	32601	6.6
1394	Raising Arizona	1987	19379	7.2
1396	Sneakers	1992	6830	6.8
1405	Beavis and Butt-Head Do America	1996	19512	6.0
1407	Scream	1996	50339	6.4
1408	The Last of the Mohicans	1992	34073	7.2
1409	Michael Clayton	2007	123924	7.2
1411	Hamlet	1996	5816	7.6
1416	Evita	1996	8855	6.2
1430	Underworld	2003	101467	7.2
1431	Beverly Hills Ninja	1997	13679	5.6
1433	The Time Machine	2002	10389	5.4
1434	The Strangers	2008	55773	6.2
1438	Dante's Peak	1997	20021	5.4
1441	Benny & Joon	1993	28905	7.2
1449	Waiting for Guffman	1996	8495	7.8
1457	Fools Rush In	1997	9687	6.0
1459	Absolute Power	1997	6094	6.4
1461	Vegas Vacation	1997	7915	6.0
1464	Lost Highway	1997	17451	7.8
1466	Donnie Brasco	1997	40329	7.4
1473	Children of Men	2006	127695	7.4
1474	Jungle 2 Jungle	1997	9218	5.4
1479	The Saint	1997	11647	6.2
1483	Crash	2004	98746	8.0
1485	Liar Liar	1997	93496	6.8
1487	Selena	1997	17729	6.4
1488	The Devil's Own	1997	7624	6.0
1499	Anaconda	1997	21526	5.0
1500	Grosse Pointe Blank	1997	17815	7.4
1513	Romy and Michele's High School Reunion	1997	12541	5.6
1515	Volcano	1997	14505	5.4
1518	Mujeres al borde de un ataque de nervios	1988	6254	8.0
1519	Broken English	2007	14630	6.8
1520	The Ten Commandments	1956	11440	7.2
1527	The Fifth Element	1997	84664	7.4
1544	The Lost World: Jurassic Park	1997	46513	6.4
1552	Con Air	1997	47142	6.8
1556	Speed 2: Cruise Control	1997	17521	4.4
1566	Hercules	1997	23787	6.4
1569	My Best Friend's Wedding	1997	64013	6.6
1574	The Fall	2006	23397	7.6
1580	Men in Black	1997	73637	7.0
1584	Contact	1997	19572	6.2
1586	G.I. Jane	1997	11537	6.0
1587	Conan the Barbarian	1982	17014	6.2
1588	George of the Jungle	1997	21989	5.8
1589	Cop Land	1997	8531	6.2
1590	Event Horizon	1997	15014	6.4
1591	Spawn	1997	18405	5.6
1592	Air Bud	1997	11606	5.2
1595	Free Willy 3: The Rescue	1997	7843	5.6
1597	Conspiracy Theory	1997	14632	6.4
1599	Steel Magnolias	1989	26167	7.2
1603	Mimic	1997	5478	5.4
1608	Air Force One	1997	26434	6.4
1610	The Hunt for Red October	1990	18875	7.2
1611	My Own Private Idaho	1991	8810	7.2
1615	The Edge	1997	5719	6.4
1616	The Peacemaker	1997	6439	5.6
1617	L.A. Confidential	1997	25453	7.4
1619	Seven Years in Tibet	1997	13241	6.8
1620	Kiss the Girls	1997	9940	6.6
1625	The Game	1997	23139	7.0
1627	U Turn	1997	5988	6.2
1635	The Ice Storm	1997	7329	7.2
1639	Chasing Amy	1997	27129	7.0
1641	The Full Monty	1997	12102	6.6
1644	I Know What You Did Last Summer	1997	30659	5.6
1645	The Devil's Advocate	1997	30966	6.8
1653	Gattaca	1997	36666	7.0
1655	The Phantom of the Opera	2004	70849	7.4
1658	A Life Less Ordinary	1997	9301	6.2
1659	The Hurricane	1999	10473	7.4
1665	Bean	1997	16961	5.8
1672	The Rainmaker	1997	5792	6.6
1673	Boogie Nights	1997	22528	7.0
1674	Witness	1985	7634	7.0
1676	Starship Troopers	1997	24350	6.0
1680	Sliding Doors	1998	13328	6.8
1681	Mortal Kombat: Annihilation	1997	12426	5.0
1682	The Truman Show	1998	62890	6.8
1687	The Jackal	1997	12495	6.2
1688	Anastasia	1997	33076	6.4
1693	Amistad	1997	9716	7.0
1701	Deconstructing Harry	1997	5564	7.2
1702	Flubber	1997	23244	5.6
1704	Good Will Hunting	1997	63868	7.8
1707	Home Alone 3	1997	22853	5.2
1711	Midnight in the Garden of Good and Evil	1997	7144	6.6
1713	Mousehunt	1997	9269	5.6
1717	Scream 2	1997	29170	5.8
1721	Titanic	1997	464576	6.6
1722	Tomorrow Never Dies	1997	19587	6.2
1726	The Postman	1997	8147	5.6
1727	The Horse Whisperer	1998	7903	6.4
1729	Jackie Brown	1997	36248	7.0
1732	The Big Lebowski	1998	82903	8.0
1735	Great Expectations	1998	10607	6.8
1747	Wag the Dog	1997	8216	6.8
1753	Half Baked	1998	26499	6.8
1754	Fallen	1998	9162	6.8
1760	Spice World	1997	9540	4.2
1772	Blues Brothers 2000	1998	8002	5.4
1776	Joy Ride	2001	9370	6.2
1777	The Wedding Singer	1998	86088	7.0
1779	Sphere	1998	9112	5.4
1784	As Good as It Gets	1997	30872	7.0
1785	King of New York	1990	5329	7.4
1791	Twilight	2008	256646	8.2
1792	U.S. Marshals	1998	12491	6.4
1799	Suicide Kings	1997	10831	6.8
1801	The Man in the Iron Mask	1998	24313	6.2
1805	Where the Wild Things Are	2009	236581	6.8
1820	The Proposition	2005	20228	7.2
1821	The Object of My Affection	1998	6363	6.0
1825	The Players Club	1998	5665	7.2
1827	Big	1988	33658	6.8
1831	Lost in Space	1998	8293	5.0
1833	Mercury Rising	1998	7388	6.0
1840	He Got Game	1998	8293	7.2
1872	Slumdog Millionaire	2008	328969	8.0
1876	Deep Impact	1998	28624	5.8
1882	Godzilla	1998	17658	5.2
1884	Fear and Loathing in Las Vegas	1998	75860	7.8
1888	Hope Floats	1998	12082	6.6
1889	Insomnia	2002	18085	6.4
1891	Coyote Ugly	2000	65988	6.4
1892	A Perfect Murder	1998	9130	6.2
1894	Six Days Seven Nights	1998	10008	5.4
1895	Can't Hardly Wait	1998	11719	6.2
1907	Mulan	1998	52938	6.8
1909	The X Files	1998	13283	6.6
1911	Doctor Dolittle	1998	23847	5.6
1912	Out of Sight	1998	11285	6.4
1916	Buffalo '66	1998	7504	7.6
1917	Armageddon	1998	105398	7.0
1918	Lethal Weapon 4	1998	20840	6.6
1920	Small Soldiers	1998	9855	5.6
1921	Pi	1998	33850	7.6
1924	Plan 9 from Outer Space	1958	6105	5.6
1928	Spirit: Stallion of the Cimarron	2002	8302	6.6
1945	On the Waterfront	1954	11904	8.4
1947	West Side Story	1961	18648	7.0
1951	Oliver!	1968	9490	6.8
1952	Midnight Cowboy	1969	8994	7.8
1953	The French Connection	1971	8751	7.6
1954	Rocky	1976	165793	6.4
1955	Kramer vs. Kramer	1979	9401	7.4
1956	Ordinary People	1980	5284	7.6
1957	Chariots of Fire	1981	7456	7.2
1958	Terms of Endearment	1983	7594	7.4
1959	Out of Africa	1985	10166	7.4
1960	The Last Emperor	1987	7466	7.4
1961	Rain Man	1988	42473	7.6
1962	Driving Miss Daisy	1989	7698	6.8
1965	Repo Man	1984	5166	6.8
1967	Labyrinth	1986	81222	7.6
1968	The Breakfast Club	1985	93109	7.8
1969	A Nightmare on Elm Street Part 2: Freddy's Revenge	1985	19841	6.0
1970	A Nightmare on Elm Street 3: Dream Warriors	1987	21954	6.2
1971	A Nightmare on Elm Street 4: The Dream Master	1988	19043	6.0
1972	A Nightmare on Elm Street: The Dream Child	1989	17837	5.8
1973	Freddy's Dead: The Final Nightmare	1991	12382	6.0
